a,b,R2
1.347445,-0.120872,0.000000
1.349449,-0.120872,0.000000
1.351453,-0.120872,0.000000
1.353457,-0.120872,0.000000
1.355461,-0.120872,0.000000
1.357465,-0.120872,0.000000
1.359469,-0.120872,0.000000
1.361473,-0.120872,0.000000
1.363477,-0.120872,0.000000
1.365482,-0.120872,0.000000
1.367486,-0.120872,0.000000
1.369490,-0.120872,0.000000
1.371494,-0.120872,0.000000
1.373498,-0.120872,0.000000
1.375502,-0.120872,0.000000
1.377506,-0.120872,0.000000
0.377506,-0.118868,0.000000
0.379510,-0.118868,0.000000
0.381514,-0.118868,0.000000
0.383518,-0.118868,0.000000
0.385522,-0.118868,0.000000
0.387526,-0.118868,0.000000
0.389530,-0.118868,0.000000
0.391534,-0.118868,0.000000
0.393538,-0.118868,0.000000
0.395542,-0.118868,0.000000
0.397546,-0.118868,0.000000
0.399550,-0.118868,0.000000
0.401554,-0.118868,0.000000
0.403558,-0.118868,0.000000
0.405562,-0.118868,0.000000
0.407566,-0.118868,0.000000
0.409570,-0.118868,0.000000
0.411574,-0.118868,0.000000
0.413578,-0.118868,0.000000
0.415582,-0.118868,0.000000
0.417586,-0.118868,0.000000
0.419590,-0.118868,0.000000
0.421594,-0.118868,0.000000
0.423598,-0.118868,0.000000
0.425602,-0.118868,0.000000
0.427606,-0.118868,0.000000
0.429610,-0.118868,0.000000
0.431614,-0.118868,0.000000
0.433618,-0.118868,0.000000
0.435622,-0.118868,0.000000
0.437626,-0.118868,0.000000
0.439630,-0.118868,0.000000
0.441634,-0.118868,0.000000
0.443638,-0.118868,0.000000
0.445642,-0.118868,0.000000
0.447646,-0.118868,0.000000
0.449650,-0.118868,0.000000
0.451654,-0.118868,0.000000
0.453658,-0.118868,0.000000
0.455662,-0.118868,0.000000
0.457666,-0.118868,0.000000
0.459670,-0.118868,0.000000
0.461674,-0.118868,0.000000
0.463678,-0.118868,0.000000
0.465682,-0.118868,0.000000
0.467686,-0.118868,0.000000
0.469690,-0.118868,0.000000
0.471694,-0.118868,0.000000
0.473698,-0.118868,0.000000
0.475702,-0.118868,0.000000
0.477706,-0.118868,0.000000
0.479710,-0.118868,0.000000
0.481714,-0.118868,0.000000
0.483718,-0.118868,0.000000
0.485722,-0.118868,0.000000
0.487726,-0.118868,0.000000
0.489730,-0.118868,0.000000
0.491734,-0.118868,0.000000
0.493738,-0.118868,0.000000
0.495742,-0.118868,0.000000
0.497746,-0.118868,0.000000
0.499750,-0.118868,0.000000
0.501754,-0.118868,0.000000
0.503758,-0.118868,0.000000
0.505762,-0.118868,0.000000
0.507766,-0.118868,0.000000
0.509770,-0.118868,0.000000
0.511774,-0.118868,0.000000
0.513778,-0.118868,0.000000
